id,product_name,price,url,discount,resulation
14.01.743.03,  Afox GeForce GT 240 1GB GDDR3 Graphics Card #AF240-1024D3L2,"Tk 3,400 ",https://www.ryanscomputers.com/afox-geforce-gt-240-1gb-gddr3-graphics-card,no ecommerce discount,Graphics Resolution Max. - 2560 x 1600
14.01.033.203,  MSI GeForce RTX 3050 VENTUS 2X 8G OC 8GB GDDR6 Graphics Card,"Tk 44,500 ",https://www.ryanscomputers.com/msi-geforce-rtx-3050-ventus-2x-8g-oc-8gb-gddr6-graphics-card,Ecom Discount Tk 500,Graphics Resolution Max. - 7680 x 4320
14.02.040.182,  Sapphire Pulse AMD Radeon RX 6500 XT Gaming OC 8GB GDDR6 Graphics Card #11314-03-20G,"Tk 32,500 ",https://www.ryanscomputers.com/sapphire-pulse-amd-radeon-rx-6500-xt-gaming-oc-8gb-gddr6-graphics-card,Ecom Discount Tk 500,Graphics Resolution Max. - 7680 x 4320
14.02.018.364,  Gigabyte Radeon RX 6400 EAGLE 4G 4GB GDDR6 Graphics Card #GV-R64EAGLE-4GD,"Tk 22,700 ",https://www.ryanscomputers.com/gigabyte-radeon-rx-6400-eagle-4g-4gb-gddr6-graphics-card-gv-r64eagle-4gd,Ecom Discount Tk 200,Graphics Resolution Max. - 7680 x 4320
14.01.006.288,  Asus TUF Gaming GeForce GTX 1630 OC Edition 4GB GDDR6 Graphics Card #TUF-GTX1630-O4G-GAMING,"Tk 22,600 ",https://www.ryanscomputers.com/asus-tuf-gaming-geforce-gtx-1630-oc-edition-4gb-gddr6-graphics-card,no ecommerce discount,Graphics Resolution Max. - 7680 x 4320
14.01.006.153,  Asus Phoenix GeForce GTX 1050Ti 4GB GDDR5 Graphics Card #PH-GTX1050TI-4G,"Tk 22,500 ",https://www.ryanscomputers.com/asus-phoenix-geforce-gtx-1050ti-4gb-gddr5-graphics-card,Ecom Discount Tk 100,Multi Display Capability - Triple Display
14.01.018.207,  Gigabyte GeForce GTX 1050 Ti Windforce OC 4GB GDDR5 Graphics Card #GV-N105TWF2OC-4GD (Bundle With PC),"Tk 22,000 ",https://www.ryanscomputers.com/gigabyte-geforce-gtx-1050-ti-windforce-oc-4gb-gddr5-graphics-card-gv-n105twf2oc-4gd,no ecommerce discount,Multi Display Capability - Quad Display
14.01.006.287,  Asus Phoenix GeForce GTX 1630 4GB GDDR6 Graphics Card #PH-GTX1630-4G,"Tk 21,300 ",https://www.ryanscomputers.com/asus-phoenix-geforce-gtx-1630-4gb-gddr6-graphics-card,Ecom Discount Tk 100,Graphics Resolution Max. - 7680 x 4320
14.01.033.210,  MSI GeForce GTX 1630 VENTUS XS 4G OC 4GB GDDR6 Graphics Card,"Tk 20,700 ",https://www.ryanscomputers.com/msi-geforce-gtx-1630-ventus-xs-4g-oc-4gb-gddr6-graphics-card,Ecom Discount Tk 100,Graphics Resolution Max. - 7680 x 4320
14.01.706.121,  Zotac Gaming GeForce GTX 1630 4GB GDDR6 Graphics Card #ZT-T16300F-10L,"Tk 19,500 ",https://www.ryanscomputers.com/zotac-gaming-geforce-gtx-1630-4gb-gddr6-graphics-card,Ecom Discount Tk 200,Graphics Resolution Max. - 7680 x 4320
14.01.815.09,  Arktek NVIDIA GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card #AKN1050TiD5S4GH1,"Tk 19,400 ",https://www.ryanscomputers.com/arktek-nvidia-geforce-gtx-1050-ti-4gb-gddr5-graphics-card,no ecommerce discount,Graphics Resolution Max. - 7680 x 4320
14.01.018.369,  Gigabyte GeForce GTX 1650 4GB GDDR6 Graphics Card #GV-N1656OC-4GL,"Tk 18,800 ",https://www.ryanscomputers.com/gigabyte-geforce-gtx-1650-4gb-gddr6-graphics-card,no ecommerce discount,Graphics Resolution Max. - 7680 x 4320
14.02.743.10,  Afox Radeon RX 550 4GB GDDR5 Dual Fan Graphics Card #AFRX550-4096D5H4,"Tk 16,800 ",https://www.ryanscomputers.com/afox-radeon-rx-550-4gb-gddr5-dual-fan-graphics-card,no ecommerce discount,Graphics Resolution Max. - 3840 x 2160
14.01.743.08,  Afox GeForce GT 1030 2GB GDDR5 Low Profile Graphics Card #AF1030-2048D5L5-V2,"Tk 10,800 ",https://www.ryanscomputers.com/afox-geforce-gt-1030-2gb-gddr5-low-profile-graphics-card,no ecommerce discount,Graphics Resolution Max. - 3840 x 2160
14.01.815.07,  Arktek NVIDIA GeForce GT740 2GB GDDR5 Graphics Card #AKN740D5S2GH1,"Tk 10,000 ",https://www.ryanscomputers.com/arktek-nvidia-geforce-gt740-2gb-gddr5-graphics-card,no ecommerce discount,Graphics Resolution Max. - 4096 x 2160
14.01.743.07,  Afox GeForce GT 730 4GB GDDR3 Low Profile Graphics Card #AF730-4096D3L8/AF730-4096D3L4,"Tk 9,000 ",https://www.ryanscomputers.com/afox-geforce-gt-730-4gb-gddr3-low-profile-graphics-card,no ecommerce discount,Graphics Resolution Max. - 2560 x 1600
14.01.743.06,  Afox GeForce GT 730 2GB GDDR3 Low Profile Graphics Card #AF730-2048D3L2,"Tk 7,700 ",https://www.ryanscomputers.com/afox-geforce-gt-730-2gb-gddr3-low-profile-graphics-card,no ecommerce discount,Graphics Resolution Max. - 2560 x 1600
14.01.018.219,  Gigabyte NVIDIA GeForce GT 1030 2GB GDDR5 Graphics Card,"Tk 9,500 ",https://www.ryanscomputers.com/gigabyte-nvidia-geforce-gt-1030-2gb-gddr5-graphics-card,Ecom Discount Tk 100,Multi Display Capability - Dual Display
14.01.006.252,  Asus GeForce GT 730 2GB GDDR5 Graphics Card #GT730-SL-2GD5-BRK,"Tk 7,700 ",https://www.ryanscomputers.com/asus-geforce-gt-730-2gb-gddr5-graphics-card,no ecommerce discount,Graphics Resolution Max. - 3840 x 2160
14.01.018.134,  Gigabyte NVIDIA GeForce GT 710 2GB GDDR3 Graphics Card #GV-N710D3-2GL,"Tk 5,000 ",https://www.ryanscomputers.com/gigabyte-nvidia-geforce-gt-710-2gb-gddr3-graphics-card-gv-n710d3-2gl,Ecom Discount Tk 200,Graphics Resolution Max. - 4096x2160
14.01.018.228,  Gigabyte NVIDIA GeForce GT 710 2GB GDDR5 Graphics Card #GV-N710D5-2GL,"Tk 4,700 ",https://www.ryanscomputers.com/gigabyte-nvidia-geforce-gt-710-2gb-gddr5-graphics-card-gv-n710d5-2gl,no ecommerce discount,Multi Display Capability - Dual Display
14.01.815.03,  Arktek NVIDIA GeForce GT730 2GB GDDR3 Graphics Card #AKN730D3S2GL1,"Tk 5,900 ",https://www.ryanscomputers.com/arktek-nvidia-geforce-gt730-2gb-gddr3-graphics-card,no ecommerce discount,
14.01.815.02,  Arktek NVIDIA GeForce GT610 2GB GDDR3 Graphics Card #AKN610D3S2GL1,"Tk 4,500 ",https://www.ryanscomputers.com/arktek-nvidia-geforce-gt610-2gb-gddr3-graphics-card,Ecom Discount Tk 100,Graphics Resolution Max. - 2560 x1600
14.01.815.01,  Arktek NVIDIA GeForce G210 1GB GDDR3 Graphics Card #AKN210D3S1GL1,"Tk 3,200 ",https://www.ryanscomputers.com/arktek-nvidia-geforce-g210-1gb-gddr3-graphics-card,Ecom Discount Tk 100,Graphics Resolution Max. - 2560 x 1600
14.01.018.263,  Gigabyte GeForce GTX 1660 OC 6GB GDDR5 Graphics Card #GV-N1660OC-6GD,"Tk 36,000 ",https://www.ryanscomputers.com/gigabyte-geforce-gtx-1660-oc-6gb-gddr5-graphics-card-gv-n1660oc-6gd,Ecom Discount Tk 200,Multi Display Capability - Quad Display
14.01.006.146,  Asus Cerberus GeForce GTX 1050 Ti OC 4GB GDDR5 Graphics Card #CERBERUS-GTX1050TI-O4G,"Tk 24,900 ",https://www.ryanscomputers.com/asus-cerberus-geforce-gtx-1050-ti-oc-4gb-gddr5-graphics-card-cerberus-gtx1050ti-o4g,Ecom Discount Tk 400,Multi Display Capability - Triple Display
14.01.006.150,  ASUS GeForce GT 1030 2GB GDDR5 low Profile Graphics Card,"Tk 9,900 ",https://www.ryanscomputers.com/asus-geforce-gt-1030-2gb-gddr5-low-profile-graphics-card,Ecom Discount Tk 200,Multi Display Capability - Triple Display
14.03.024.01,  Intel Arc A-Series A750 8GB GDDR6 Graphics Card,,https://www.ryanscomputers.com/intel-arc-a-series-a750-8gb-gddr6-graphics-card,no ecommerce discount,
14.01.006.290,  Asus ROG Strix GeForce RTX 4090 OC 24GB GDDR6X Graphics Card,,https://www.ryanscomputers.com/asus-rog-strix-geforce-rtx-4090-oc-24gb-gddr6x-graphics-card,no ecommerce discount,Graphics Resolution Max. - 7680 x 4320
14.01.706.122,  Zotac Gaming GeForce RTX 4090 AMP Extreme AIRO 24GB GDDR6X Graphics Card #ZT-D40900B-10P,,https://www.ryanscomputers.com/zotac-gaming-geforce-rtx-4090-amp-extreme-airo-24gb-gddr6x-graphics-card,no ecommerce discount,Graphics Resolution Max. - 7680 x 4320
14.01.006.289,  Asus TUF Gaming GeForce RTX 4090 24GB GDDR6X Graphics Card,,https://www.ryanscomputers.com/asus-tuf-gaming-geforce-rtx-4090-24gb-gddr6x-graphics-card,no ecommerce discount,Graphics Resolution Max. - 7680 x 4320
